word,freq,mean_tf,variance,cv,doc_freq
ordinary,38741,807.1041666666666,1252672.6766493057,1.3867213850240627,48
sen,38689,806.0208333333334,974481.6037326389,1.2247305615773365,48
nearby,38676,805.75,679925.6875,1.0233646482418133,48
corp,38662,805.4583333333334,707664.2899305555,1.0444088934304123,48
warning,38602,804.2083333333334,1303911.248263889,1.4198924400893451,48
consult,38592,804.0,1138021.2083333333,1.3268417520358275,48
predefined,38497,802.0208333333334,535759.4370659721,0.912639507460886,48
complaint,38495,801.9791666666666,1913244.2703993053,1.7247339973916376,48
underestimate,38487,801.8125,717858.65234375,1.0566876877575817,48
pave,38482,801.7083333333334,914493.9149305556,1.1928175275630664,48
chengdu,38421,800.4375,1282288.5377604167,1.4147035822063183,48
readiness,38396,799.9166666666666,3223127.0763888895,2.2443674868053534,48
resilient,38367,799.3125,1521441.8815104167,1.543160431185609,48
entrepreneurship,38349,798.9375,12954965.80859375,4.505109271798061,48
fujian,38347,798.8958333333334,914234.9266493055,1.1968473106417858,48
loc,38345,798.8541666666666,5269809.91623264,2.873624187203557,48
swiss,38340,798.75,773500.1458333334,1.1010811525631756,48
compatibility,38334,798.625,1359049.1510416667,1.4597372165409361,48
ton,38312,798.1666666666666,2427652.5555555555,1.95208929011492,48
arrival,38310,798.125,823569.859375,1.1370493321813748,48
priori,38308,798.0833333333334,1488161.3680555557,1.5285398719044876,48
polarize,38305,798.0208333333334,4574311.437065972,2.680085416543945,48
diamond,38304,798.0,922709.9583333334,1.2037317410264023,48
renewal,38227,796.3958333333334,2076426.947482639,1.8093781814954273,48
ib,38167,795.1458333333334,1618439.7495659722,1.5999318375287652,48
beverage,38144,794.6666666666666,6000637.513888889,3.0825753414064163,48
overlay,38068,793.0833333333334,776420.3263888886,1.1110398213732482,48
chicago,38044,792.5833333333334,746875.0763888889,1.0903829398391265,48
northwest,38018,792.0416666666666,2406108.956597222,1.9584370468861925,48
vt,38011,791.8958333333334,1528174.134982639,1.5610555746520383,48
discontinue,38003,791.7291666666666,1766920.905815972,1.678927374877894,48
outlet,37967,790.9791666666666,1366727.3120659722,1.4780049607293357,48
container,37955,790.7291666666666,1294177.6141493053,1.438696487555934,48
impulse,37877,789.1041666666666,2316601.5099826385,1.9288183583479326,48
unsupervised,37874,789.0416666666666,1380391.331597222,1.4890222051174251,48
uniquely,37857,788.6875,1106041.2565104167,1.3334621896190941,48
hunan,37854,788.625,894336.609375,1.1991678156120447,48
payment,37840,788.3333333333334,5174629.638888889,2.885557584098148,48
suggestive,37811,787.7291666666666,1035856.697482639,1.2920309381541648,48
exemplify,37777,787.0208333333334,759115.3120659721,1.107051047099363,48
alert,37745,786.3541666666666,968295.1453993055,1.2513698438518193,48
wine,37699,785.3958333333334,5302354.530815972,2.9318772821918615,48
psychologist,37689,785.1875,8393277.819010416,3.6897116048540086,48
linearly,37672,784.8333333333334,510331.0555555555,0.9102245791069764,48
environmentally,37645,784.2708333333334,1753059.0308159722,1.6882323036923303,48
hamper,37599,783.3125,884723.5065104166,1.2007945998562164,48
pen,37584,783.0,3398695.125,2.3544764030510033,48
cps,37539,782.0625,1633294.4752604167,1.6341457342547767,48
fell,37501,781.2708333333334,805050.2391493056,1.1484441511334713,48
cup,37475,780.7291666666666,856962.8641493055,1.1857157729800898,48
intuitive,37414,779.4583333333334,2297283.623263889,1.9445289074796135,48
thirdly,37358,778.2916666666666,1059418.0399305555,1.3224866648139662,48
decompose,37341,777.9375,875990.5169270834,1.2031090550442032,48
disclosure,37339,777.8958333333334,4080322.4266493055,2.596724023997613,48
inverted,37330,777.7083333333334,871329.248263889,1.2002574039635496,48
analogous,37319,777.4791666666666,723067.2078993055,1.093705944420947,48
straightforward,37299,777.0625,541711.6002604166,0.9471703986831159,48
withdraw,37293,776.9375,1249306.8502604167,1.4386278944926403,48
workforce,37282,776.7083333333334,5429593.539930555,3.000030672463998,48
experimenter,37260,776.25,9418417.354166666,3.953551063286149,48
wd,37229,775.6041666666666,1895012.6558159722,1.7748674462406926,48
influencing,37221,775.4375,1894095.9127604167,1.7748194681644682,48
gw,37209,775.1875,907340.3190104166,1.2287919112367738,48
appeal,37176,774.5,3319330.0,2.3523600405637404,48
synchronous,37162,774.2083333333334,1239279.4149305557,1.4378936849030695,48
detected,37144,773.8333333333334,1067261.2638888888,1.3350205173724303,48
pal,37111,773.1458333333334,3720983.5828993055,2.494982232547555,48
spontaneously,37109,773.1041666666666,1067423.3433159722,1.336381128312521,48
jm,37105,773.0208333333334,717418.3120659721,1.0957084991062283,48
sensitization,37065,772.1875,2916275.02734375,2.211523060859563,48
dissimilarity,37029,771.4375,3715511.87109375,2.498668145939508,48
html,37016,771.1666666666666,1208002.3888888888,1.4252322712936587,48
xia,37016,771.1666666666666,1110475.388888889,1.36648925098381,48
mao,37005,770.9375,1194453.43359375,1.417638308172213,48
giant,36982,770.4583333333334,905732.8732638889,1.235238753392143,48
shortcoming,36976,770.3333333333334,675796.8055555556,1.067159602320639,48
arrows,36946,769.7083333333334,879863.6649305555,1.218657044093057,48
shield,36943,769.6458333333334,801167.3953993055,1.1629758886509916,48
denmark,36920,769.1666666666666,775000.888888889,1.1445391305799821,48
grouping,36868,768.0833333333334,901703.826388889,1.2362992758584024,48
yi,36856,767.8333333333334,852000.8055555555,1.2021344438000663,48
pip,36846,767.625,1624080.109375,1.6601778427395615,48
dutch,36826,767.2083333333334,2957183.456597222,2.2414333142430087,48
coffee,36822,767.125,2968336.2760416665,2.24589999161258,48
asa,36821,767.1041666666666,3857277.7599826395,2.5602720487620467,48
probabilistic,36798,766.625,1021298.4010416666,1.318236548121605,48
curtis,36781,766.2708333333334,6683671.030815971,3.3738458634876025,48
logical,36772,766.0833333333334,2055978.6180555553,1.8716872537362228,48
rq,36722,765.0416666666666,2774747.998263889,2.177342172860758,48
rn,36720,765.0,973600.5833333334,1.2898196160497908,48
junior,36716,764.9166666666666,3467688.993055556,2.4344785152282014,48
penalty,36716,764.9166666666666,973666.2430555555,1.2900036313708696,48
lim,36700,764.5833333333334,644080.3263888889,1.0496516431863216,48
orthogonal,36667,763.8958333333334,536414.7183159721,0.9587738969257101,48
lithium,36649,763.5208333333334,2195232.0412326395,1.9405253692789857,48
particulate,36639,763.3125,2868284.0065104165,2.21875169005916,48
club,36638,763.2916666666666,3525688.539930556,2.459979290905795,48
tk,36579,762.0625,1634629.4752604167,1.677718416017618,48
descend,36572,761.9166666666666,712137.201388889,1.107578107963969,48
appetite,36516,760.75,1452006.3541666667,1.5839530241404638,48
scarcity,36508,760.5833333333334,841757.2430555555,1.206275831484056,48
cohesion,36476,759.9166666666666,3652694.57638889,2.5150157564052655,48
wire,36454,759.4583333333334,748004.4982638889,1.138801820978438,48
disseminate,36438,759.125,1271654.4427083333,1.4854952324147652,48
costa,36416,758.6666666666666,1217084.638888889,1.4541506024528514,48
disclose,36398,758.2916666666666,1254833.8315972222,1.4772596183230855,48
steep,36353,757.3541666666666,1167399.353732639,1.4266278740660445,48
latin,36350,757.2916666666666,1076422.1232638888,1.3700238565997618,48
auxiliary,36344,757.1666666666666,522513.263888889,0.9546785685744402,48
torque,36314,756.5416666666666,2502843.4149305555,2.091144230404248,48
underpin,36305,756.3541666666666,960473.1037326389,1.295738610698969,48
behave,36297,756.1875,2151680.02734375,1.9398106984846517,48
prototype,36282,755.875,644564.7760416666,1.0621437617138878,48
tracking,36278,755.7916666666666,613076.0815972222,1.035988864643736,48
spectra,36260,755.4166666666666,1365409.3680555555,1.546838157453283,48
ambiguity,36254,755.2916666666666,3424916.1649305555,2.450249332824087,48
lz,36251,755.2291666666666,918961.0099826389,1.2693161003105304,48
gill,36240,755.0,2892868.25,2.2527727069291057,48
mz,36229,754.7708333333334,1297773.884982639,1.5093307007886807,48
email,36209,754.3541666666666,2930685.4370659725,2.2693909029806543,48
diminished,36198,754.125,1222906.1510416667,1.4664026149142335,48
thompson,36194,754.0416666666666,1895313.331597222,1.8257662051176846,48
opportunistic,36107,752.2291666666666,2858881.551649306,2.2477495142855077,48
chile,36101,752.1041666666666,843227.3016493056,1.2209400362597733,48
topical,36096,752.0,2275556.75,2.0059772106880183,48
int,36082,751.7083333333334,1170999.9149305555,1.4395576672250072,48
landmark,36081,751.6875,867885.08984375,1.2393494698695986,48
sixth,36063,751.3125,822465.0065104166,1.2070856862095745,48
israel,36051,751.0625,822719.30859375,1.2076741390281915,48
daytime,36051,751.0625,960719.6002604166,1.3050352637680522,48
synergistically,36012,750.25,1659700.1041666667,1.7171522629274034,48
peri,36006,750.125,731452.0677083334,1.1401429238229366,48
acceptability,35997,749.9375,2436874.05859375,2.0815721644069507,48
occasionally,35997,749.9375,622000.9752604166,1.0516481499051713,48
austria,35982,749.625,590700.5677083334,1.0252732636040685,48
insignificant,35952,749.0,898415.0833333334,1.26548411954988,48
tailed,35945,748.8541666666666,1293369.874565972,1.5186724689022995,48
predisposition,35935,748.6458333333334,1106346.1037326388,1.4049766079288706,48
epa,35931,748.5625,1317470.37109375,1.5333537569649245,48
novelty,35930,748.5416666666666,2411179.2899305555,2.074429942956649,48
empowerment,35912,748.1666666666666,4999849.888888889,2.9886848893512945,48
enlarge,35906,748.0416666666666,703831.998263889,1.1215243686819893,48
coordinated,35862,747.125,682314.859375,1.1056028406078846,48
documentation,35858,747.0416666666666,570470.998263889,1.0110484314844363,48
shot,35856,747.0,1187995.0833333333,1.4591055850417152,48
mediated,35829,746.4375,1924538.24609375,1.8585310598863722,48
mandatory,35805,745.9375,1086918.5169270833,1.3976423542970908,48
desert,35798,745.7916666666666,2811346.9149305555,2.248224590425577,48
called,35779,745.3958333333334,700817.072482639,1.1230921087755437,48
weakly,35775,745.3125,719641.5065104166,1.138202924018704,48
goodness,35755,744.8958333333334,2315769.718315972,2.042923669973625,48
sale,35741,744.6041666666666,1624616.9474826388,1.7117881970637485,48
economically,35718,744.125,1400049.8177083333,1.5901051681595544,48
watershed,35713,744.0208333333334,3338974.3953993046,2.4559608977412295,48
wen,35696,743.6666666666666,914639.263888889,1.2860166899745846,48
predispose,35633,742.3541666666666,1004579.2703993056,1.3501466887024713,48
pit,35630,742.2916666666666,1170023.6232638888,1.4572119707325368,48
ingestion,35614,741.9583333333334,1245344.1649305553,1.504060057582707,48
drawback,35600,741.6666666666666,446739.01388888893,0.901193768457723,48
palm,35541,740.4375,1963291.0377604167,1.8923607700191354,48
imputation,35540,740.4166666666666,1220960.2430555555,1.4923633510320795,48
grip,35539,740.3958333333334,1119666.8641493055,1.4291586651172175,48
ao,35505,739.6875,469069.4231770833,0.9259132145138071,48
cereal,35434,738.2083333333334,6156814.789930556,3.361236734036909,48
vm,35425,738.0208333333334,962456.5203993056,1.329296734862893,48
unnecessary,35377,737.0208333333334,875988.1037326389,1.2698994641675945,48
foundational,35350,736.4583333333334,1072195.6649305557,1.406011402427183,48
hall,35346,736.375,1010401.2760416666,1.3650479505400177,48
den,35327,735.9791666666666,1284498.1453993053,1.5399308513263295,48
prerequisite,35323,735.8958333333334,943079.3433159724,1.3196469922903438,48
dilation,35308,735.5833333333334,1116630.9930555555,1.4365573166075127,48
police,35297,735.3541666666666,5082782.437065973,3.065873296195734,48
meng,35268,734.75,1041404.4791666666,1.3888972752063204,48
positioning,35263,734.6458333333334,407514.64539930556,0.8689476055457608,48
impression,35249,734.3541666666666,5015355.270399306,3.0496169149539103,48
worm,35248,734.3333333333334,1397906.347222222,1.6100738481501777,48
spline,35232,734.0,1437333.1666666667,1.6333628126701758,48
commit,35199,733.3125,2407803.4231770835,2.1160280761476526,48
ready,35180,732.9166666666666,764995.8680555555,1.1933695356200367,48
measurable,35163,732.5625,544615.4127604166,1.0073961357527146,48
suggesting,35139,732.0625,894584.2252604166,1.2919998321409514,48
monte,35121,731.6875,545394.96484375,1.0093224341132696,48
collaborate,35114,731.5416666666666,1266735.9982638885,1.5385229850537028,48
bk,35111,731.4791666666666,1635391.5412326388,1.748271637939534,48
conform,35110,731.4583333333334,977662.7065972224,1.351776625467605,48
meyer,35084,730.9166666666666,1315254.3680555553,1.5690508245323775,48
belongs,35080,730.8333333333334,1105926.2222222222,1.438946775986913,48
wing,35005,729.2708333333334,1264120.9474826388,1.5417198688143194,48
tilt,34987,728.8958333333334,991983.2599826389,1.3664278468405306,48
elemental,34987,728.8958333333334,1785102.2183159722,1.8330152460528697,48
sporadic,34983,728.8125,820328.15234375,1.2427334705569635,48
phd,34956,728.25,803856.9375,1.2311441017917297,48
lw,34888,726.8333333333334,821465.0972222221,1.246980670582368,48
footprint,34862,726.2916666666666,1868379.1649305553,1.8820079196590962,48
apps,34832,725.6666666666666,2174287.0555555555,2.0319885940658375,48
contradictory,34823,725.4791666666666,1038062.7495659721,1.4043871852347598,48
filling,34742,723.7916666666666,2730438.164930556,2.282982562117284,48
fulfill,34735,723.6458333333334,1227293.2703993055,1.5309045386384748,48
ancestral,34734,723.625,2351410.1927083335,2.1190960191256027,48
town,34732,723.5833333333334,1396946.451388889,1.633432996588669,48
witness,34725,723.4375,1904074.2044270833,1.907396220235769,48
advise,34685,722.6041666666666,799862.3641493056,1.2376765706131074,48
mutually,34668,722.25,1129661.4375,1.4715892321759918,48
robert,34634,721.5416666666666,894877.9149305555,1.311053697878192,48
stir,34627,721.3958333333334,2019088.0724826392,1.969717765893203,48
microsoft,34575,720.3125,589274.5065104166,1.0657071388924446,48
carlo,34572,720.25,543163.8125,1.0232509276729673,48
cambridge,34560,720.0,1014146.6666666666,1.3986784620952801,48
momentum,34552,719.8333333333334,1733772.1805555557,1.8292120826920482,48
tear,34534,719.4583333333334,2124640.664930555,2.025989067129415,48
mechanic,34509,718.9375,823963.18359375,1.2625912240599604,48
corner,34504,718.8333333333334,680032.7222222224,1.1471935529511668,48
arbitrary,34491,718.5625,647676.2877604166,1.1199907863285385,48
danger,34484,718.4166666666666,1664825.7013888888,1.7960068422904147,48
resultant,34476,718.25,482234.0625,0.9668371000168988,48
reproducible,34461,717.9375,559004.0169270834,1.0414077994502302,48
stringent,34430,717.2916666666666,692184.4982638889,1.1598855797440166,48
chan,34395,716.5625,1081148.5377604167,1.4510708112585105,48
prep,34392,716.5,2924699.625,2.3868462246474746,48
parasitic,34375,716.1458333333334,2061779.8745659722,2.0050244760452416,48
stratified,34362,715.875,872391.484375,1.304723584040407,48
involved,34351,715.6458333333334,684374.8120659721,1.1559761173324021,48
depressed,34348,715.5833333333334,3901040.7430555555,2.76013310623328,48
zealand,34343,715.4791666666666,816512.8745659724,1.262945256270857,48
arch,34339,715.3958333333334,1337863.2391493055,1.616811739803552,48
mse,34210,712.7083333333334,1329431.748263889,1.6177864223649452,48
ls,34163,711.7291666666666,678397.4474826389,1.1572503985188458,48
unhealthy,34159,711.6458333333334,2624306.478732639,2.276372683257689,48
zhong,34151,711.4791666666666,981586.791232639,1.3925223204269108,48
pulp,34127,710.9791666666666,1575812.0620659727,1.765612257340074,48
alliance,34041,709.1875,2245972.0690104165,2.1132024392717117,48
pronounce,34022,708.7916666666666,621423.4149305556,1.112180314287771,48
